query,Iteration,--base Juliet Java Total Energy (J),--base Total Energy (J),--base Average Energy (J),--base Total Power (W),--base Average Power (W),--base Runtime,--base Read Count,--base Postgres CPU %,--base Postgres Read Count,index Juliet Java Total Energy (J),index Total Energy (J),index Average Energy (J),index Total Power (W),index Average Power (W),index Runtime,index Read Count,index Postgres CPU %,index Postgres Read Count,compression Juliet Java Total Energy (J),compression Total Energy (J),compression Average Energy (J),compression Total Power (W),compression Average Power (W),compression Runtime,compression Read Count,compression Postgres CPU %,compression Postgres Read Count,index-and-compression Juliet Java Total Energy (J),index-and-compression Total Energy (J),index-and-compression Average Energy (J),index-and-compression Total Power (W),index-and-compression Average Power (W),index-and-compression Runtime,index-and-compression Read Count,index-and-compression Postgres CPU %,index-and-compression Postgres Read Count
2,4,18.3164,29.1838,14.5919,29.1838,14.5919,8264905927,112.0,0.0,0.0,15.2966,37.432000000000016,0.7198461538461541,1.7526,0.0337038461538461,9205704487,112.0,43.9,40880.0,21.7678,46.37250000000002,0.8587500000000003,5.785,0.1071296296296296,9583799738,112.0,0.0,0.0,20.4669,37.37919999999998,0.6229866666666664,1.001,0.0166833333333333,9462580348,112.0,39.0,28037.0
2,5,16.2457,31.8987,15.94935,31.8987,15.94935,8189106400,112.0,0.0,0.0,15.0233,37.5154,0.6699178571428571,1.7299000000000002,0.0308910714285714,9860560476,112.0,0.0,0.0,14.5357,33.323699999999995,0.5462901639344262,0.9734,0.0159573770491803,9289341386,112.0,0.0,0.0,15.0732,40.63219999999997,0.6251107692307688,1.7713,0.0272507692307692,9388550519,112.0,0.0,0.0
2,6,20.5312,29.9044,7.4761,29.4661,7.366525,8526885614,112.0,0.0,0.0,12.2322,32.109000000000016,0.5442203389830511,1.7179000000000002,0.0291169491525423,9181305206,112.0,0.0,0.0,20.1309,43.9541,0.829322641509434,4.6646,0.0880113207547169,9821621853,112.0,0.0,0.0,18.8691,44.7677,0.6887338461538461,4.9543,0.07622,9500157704,112.0,0.0,0.0
2,7,29.4677,31.5628,15.7814,31.5628,15.7814,10229850378,112.0,2.4,432.6,15.2606,35.90469999999999,0.7040137254901959,1.9074,0.0374,9257440962,112.0,0.0,0.0,20.2378,41.40270000000002,0.6571857142857147,3.3586,0.0533111111111111,9387845057,112.0,0.0,0.0,19.812,38.55709999999999,0.7414826923076921,2.1151,0.040675,9473361126,112.0,0.0,0.0
2,8,15.7076,31.992,15.996,31.992,15.996,8269458974,112.0,0.0,0.0,17.2227,34.79870000000002,0.6444203703703707,1.3361,0.0247425925925925,9300668299,112.0,0.0,0.0,20.1578,39.45040000000002,0.6686508474576275,1.908,0.0323389830508474,9551884050,112.0,0.0,0.0,15.7627,38.62210000000001,0.633149180327869,1.3763999999999998,0.0225639344262295,9323158576,112.0,0.0,0.0
2,9,16.2167,59.58389999999999,0.6079989795918366,4.0909,0.0417438775510204,8395148229,112.0,0.0,0.0,16.952,38.49649999999998,0.6874374999999997,1.9726,0.035225,9183768132,112.0,0.0,0.0,20.1867,43.138,0.86276,4.6937,0.093874,9780380696,112.0,10.0,4753.5,20.7511,35.25600000000002,0.6528888888888893,1.259,0.0233148148148148,9342196901,112.0,0.0,0.0
2,10,17.0344,52.33170000000011,0.5339969387755114,3.2383,0.0330438775510204,8143486466,112.0,0.0,0.0,15.3002,32.3342,0.5773964285714285,1.3038,0.0232821428571428,9064656251,112.0,0.0,0.0,18.1068,32.63639999999999,0.5626965517241377,0.9101,0.0156913793103448,9381732271,112.0,0.0,0.0,19.2801,35.74900000000003,0.6059152542372886,1.5691,0.0265949152542372,9795100906,112.0,39.0,28226.0
2,11,16.2155,29.6405,7.410125,29.2507,7.312675,8274172612,112.0,0.0,0.0,15.6872,32.12929999999999,0.5636719298245613,1.28,0.0224561403508771,9177991841,112.0,0.0,0.0,15.0245,34.17239999999999,0.5891793103448274,1.7920000000000005,0.0308965517241379,9308846077,112.0,0.0,0.0,19.0147,47.33149999999997,0.9466299999999994,6.693700000000001,0.133874,9467389292,112.0,0.0,0.0
2,12,18.6901,36.91789999999999,0.485761842105263,0.0,0.0,8725592878,112.0,0.0,0.0,14.1644,30.50040000000001,0.51695593220339,1.5306,0.0259423728813559,9214640459,112.0,0.0,0.0,15.7346,40.33020000000002,0.6721700000000003,2.8092,0.0468199999999999,9807509148,112.0,0.0,0.0,21.0372,35.76350000000001,0.7012450980392159,0.7191000000000001,0.0141,9446928885,112.0,0.0,0.0
2,13,26.7076,48.73699999999999,0.5802023809523809,0.5291,0.0062988095238095,10028756882,112.0,0.0,0.0,14.2593,33.745200000000004,0.592021052631579,0.8881999999999999,0.0155824561403508,9913454672,112.0,0.0,0.0,18.5838,45.97910000000002,0.8675301886792457,5.239,0.0988490566037735,9503536735,112.0,0.0,0.0,17.3407,36.05150000000001,0.6554818181818184,1.4173,0.0257690909090909,9344145906,112.0,0.0,0.0
2,14,17.7581,25.03249999999997,0.3337666666666663,0.0,0.0,8372667309,112.0,0.0,0.0,17.3565,37.81159999999999,0.6519241379310343,2.3519,0.04055,9158245416,112.0,0.0,0.0,19.3882,34.793600000000005,0.5703868852459018,1.5989,0.026211475409836,9382789697,112.0,0.0,0.0,17.6308,46.0554,0.7806,5.4847,0.0929610169491525,9356505200,112.0,0.0,0.0
2,15,22.9049,32.5574,5.426233333333333,30.2718,5.0453,10106436998,112.0,0.0,0.0,20.8619,37.04109999999999,0.6498438596491226,1.5175,0.0266228070175438,9243969803,112.0,0.0,0.0,15.3109,43.909200000000006,0.8131333333333335,5.0562000000000005,0.0936333333333333,9441358603,112.0,0.0,0.0,18.5257,40.16689999999999,0.6694483333333332,1.7003,0.0283383333333333,9531450870,112.0,0.0,0.0
2,16,30.0037,31.63470000000004,0.2259621428571431,26.664899999999992,0.1904635714285713,10253880042,112.0,0.0,0.0,14.238,34.455900000000014,0.5742650000000002,1.7227,0.0287116666666666,9180163320,112.0,0.0,0.0,21.605,40.33169999999999,0.7468833333333331,5.0333,0.0932092592592592,9348246412,112.0,0.0,0.0,17.8524,44.94839999999997,0.8480830188679238,5.5859000000000005,0.1053943396226415,9299470974,112.0,0.0,0.0
2,17,23.9134,30.3591,15.17955,30.3591,15.17955,9836383229,112.0,0.0,0.0,18.3567,31.1552,0.5192533333333333,0.9214,0.0153566666666666,9154335986,112.0,0.0,0.0,20.0271,39.02190000000001,0.6503650000000002,2.5946,0.0432433333333333,9502928215,112.0,8.5,4502.0,18.747,39.96809999999999,0.6891051724137929,2.4313,0.0419189655172413,9322648248,112.0,0.0,0.0
2,18,23.3408,36.844800000000006,9.211200000000002,34.357800000000005,8.589450000000001,10070983578,112.0,0.0,0.0,18.201,36.11010000000002,0.6225879310344831,1.9187,0.0330810344827586,9175571741,112.0,0.0,0.0,18.8103,43.24720000000001,0.6454805970149254,6.8291,0.1019268656716418,9448261411,112.0,0.0,0.0,18.8534,41.38569999999999,0.7664018518518516,3.7708,0.0698296296296296,9677630477,112.0,0.0,0.0
2,19,27.1607,30.6647,7.666175,30.2955,7.573874999999999,9534447725,112.0,0.0,0.0,17.4004,32.860399999999984,0.5974618181818179,1.7624,0.0320436363636363,9359167673,112.0,0.0,0.0,15.4875,33.504400000000004,0.5982928571428572,1.4144,0.0252571428571428,9445882370,112.0,0.0,0.0,18.5596,44.93089999999999,0.6807712121212119,4.2443,0.0643075757575757,9325971179,112.0,0.0,0.0
